Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
Business Group B,Poseidon Property,3903 W Barring Trace RD,,Peoria,IL,61614,,,,B- Car Wash,,,,,,,,,,,,,,,,,,,,,,,,485598,,,,,,,,3903,W,Barring Trace,RD,,,,40.7699573,,,,-89.6542872,549,0,16T  BL  7598  1661,,,,,Non-Combustible (Masonry) Class I,19,,
Business Group B,Potter and Anderson Jeweers,,,Peoria,IL,61614,curt@potterandanderson.com,309-691-6575,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,21147,,,6,,,,,,,,,,,,40.7473915,,,,-89.6098235,557,0,,,,,,,16,,
Business Group B,Potter and Anderson Jeweers,1135 W Glen,,Peoria,IL,61614,curt@potterandanderson.com,309-691-6575,,M- Retail or Wholesale Stores,,,,,20,1,no,40,60,2400,C-side,,,,,,,,,,,10:00am-5:30pm,Electric Meter-C Side,485416,,,6,,,,,1135,W,Glen,,,,,40.7473915,,,,-89.6098235,557,0,,,,,,Non-Combustible (All Metal) Class II,16,,
Business Group B,PPD Service Garage Bradley Park,1314 N Park RD,,Peoria,IL,61604,,,,S-2 Low-Hazard Storage,,,,,,,,,,,,,,,,,,,,,,,,485645,,,,,,,,1314,N,Park,RD,,,,40.703659,,,,-89.6254373,,0,,,,,,,,,
Business Group B,Prairie Farms Dairy,2004 N University ST,,Peoria,IL,61604,,309-686-2400,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485494,,,100,,,,,2004,N,University,ST,,,,40.7117657,,,,-89.6124345,700,0,16T  BL  7932  1004,,,,,Wood Frame Class V,3,,
Business Group B,Prairie Point,8851 N Knoxville AVE,,Peoria,IL,61615,www.prairiepoint.net,309-692-4340,,B- Business,,1515,,,,,,,,,,,,,,,,,,,,,,49314,,,,,,,,8851,N,Knoxville,AVE,,,,40.7957357,,,,-89.6068762,529,0,16T BL 7993 1918,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Prairie Spine and Pain Institute,7620 N University ST #104,,Peoria,IL,61614,kalbright@prairiespine.com,309.691.7774,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,,,,,,,,,,,,,,,,,,,,,,49328 - 1,,,,,,,,7620,N,University,ST,,104,,40.7804301,Public Health,,,-89.6201796,342,0,,,,,,Non-Combustible (All Metal) Class II,16,,
Business Group B,Prestige Barbershop,2200 W War Memorial DR #AU07,,Peoria,IL,61613,,601.504.7046,,"B- Professional Services (Architects,Attys., MD,Dentists)",,1306,,,,1,No,0,0,1440,,,,,,,,,,,,,,49267 - 30,,,,,,,,2200,W,War Memorial,DR,,AU07,,40.7408508,,,1973,-89.6293945,557,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Business Group B,princes nails,4100 W Willow Knolls DR #c-4,,Peoria,IL,61615,petertran8989@yahoo.com,309-689-0478,,B- Barber/Beauty Shops,,1918,rear,Front knox box,,1,,0,0,1600,rear,rear,,,,,,,Front and Back door,,,0900-1700,,46058,,,30,,,,,4100,W,Willow Knolls,DR,,c-4,,40.7729568,,,,-89.6538591,549,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Non-Combustible (All Metal) Class II,19,,Urban
Business Group B,Pro Forma,810 W Pioneer PKY,,Peoria,IL,61615,jeff.brook@proforma.com,3096916969,,B- Print Shops,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,810,W,Pioneer,PKY,,,,40.7832542,,,,-89.6036799,,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Pro Source,7718 N Harker DR,,Peoria,IL,61615,,,,B- Business,,,,,,0,,0,0,4000,,,,,,,,,,,,,,27996,,,,,,,,7718,N,Harker,DR,,,,40.781789,,,,-89.6244059,599,0,,,,,,,15,,
Business Group B,Proctor Medical Group,5401 N Knoxville AVE #115,,Peoria,IL,61614,,309-691-2903,,"B- Professional Services (Architects,Attys., MD,Dentists)",,1001,,,,,,,,,,,,,,,,,,,,,,2469 - 4,,,,,,,,5401,N,Knoxville,AVE,,115,,40.6331249,,,,-89.3985283,341,0,16T BL 8067 1453,,,,,Non-Combustible (Masonry) Class I,10,,
Business Group B,Professional Therapy Services,112 NE Madison AVE,,Peoria,IL,61603,angiejoellenbeck@ptsinc.org,309-674-7874,,B- Business,,104,c-side,,,1,,0,0,1500,,,,,,,,,,,,,,13296,,1,6,,,,,112,NE,Madison,AVE,,,,40.6937541,,,,-89.5908984,599,0,16T  BL  8108  0799,,,,,Non-Combustible (Masonry) Class I,,,
Business Group B,Progressive Insurance Call Center,2918 W Willow Knolls DR,,Peoria,IL,61615,,407.324,,B- Business,,1619,,,14,1,no,125,80,10000,,,,,,,,,,,,,,108108,,,,,,,,2918,W,Willow Knolls,DR,,,,40.7757288,,,,-89.6383145,599,0,16T BL 7733 1725,,,,,Modified (Fire Resistive) Class I B,16,,
Business Group B,prospect family dental,3408 N prospect RD,,peoria,IL,61603,,3096854340,,B- Business,,,,,,1,0,0,0,2200,,,,,,,,,,,,,,,,,,,,,,3408,N,prospect,RD,,,,40.7285947,,,,-89.574373,342,0,16T  BL  8259  1180,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,prospect Florist,3319 N prospect RD,,peoria,IL,61603,,3096883421,,B- Business,,,,,,1,0,0,0,1800,,,,,,,,,,,,,,,,,,,,,,3319,N,prospect,RD,,,,40.7278038,,,,-89.5747104,549,0,16T  BL  8256  1173,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,Prospect Gas Mart,3124 N Prospect RD,,Peoria,IL,61603,sultannoorullah@gmail.com,309-966-2230,,B- Business,,1015,,,12,1,0,40,60,2400,,,,,,,,Gas Station,,,,,,11218,,,,,,,,3124,N,Prospect,RD,,,,40.7257623,,,,-89.574102,571,0,16T BL 8274 1148,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,prospect sound,3318 N prospect RD,,peoria,IL,61603,,3096888713,,B- Business,,,,,,1,0,0,0,6400,,,,,,2000 gpm,,,,,,,,,,,,,,,,3318,N,prospect,RD,,,,40.7278351,,,,-89.5739825,599,0,16T  BL  8262  1173,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,Prudential,2000 W Pioneer PKY #21,,Peoria,IL,61615,,3096919166,,B- Business,,1503,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2000,W,Pioneer,PKY,,21,,40.7827146,,,1978,-89.6233229,,0,,,,,,Wood Frame Class V,15,,
Business Group B,PTC Select,2450 N Knoxville AVE,,Peoria,IL,61603,djaegle@ptcselect.com,309-685-8400,,B- Business,,1012,,,,1,yes,0,0,6000,,,,Basement corner,,,,,,,,,,5769,,,12,,,,,2450,N,Knoxville,AVE,,,,40.7172469,,,,-89.5933738,549,0,16T  BL  8095  1060,,,,,Ordinary (Joisted Masonry) Class III,10,,
Business Group B,"QUINN, JOHNSTON, HENDERSON, PRETORIUS & CERULO Law Offices",227 NE Jefferson AVE,,Peoria,IL,61603,sjones@quinnjohnston.com,309-674-1133,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,1st floor room past reception desk.,Knox Box,,3,1,50,155,23250,&#34;C&#34; Charlie side exterior B/C corner.,&#34;C&#34; Charlie side basement,,,,,,,,,,,,14118,,,,,,,,227,NE,Jefferson,AVE,,,,40.6943898,,,,-89.5887807,599,0,16T  BL  8126  0805,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,R& B Productions,7150 N University ST,,Peoria,IL,61614,carl16@rbrpro.biz,309-693-9667,,B- Business,,,,,15,2,no,0,0,400,in Adjoining business (Envision),Adjoining business (Envision),,,,,,,,,,,All utilities in Adjoining business (Envision),45633,,,,,,,,7150,N,University,ST,,,,40.7750697,,,,-89.6194293,599,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,RA Cullinan & Sons Inc. ,3000 SW Monarch ST,,Peoria,IL,61602,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485497,,,,,,,,3000,SW,Monarch,ST,,,,40.6696427,,,,-89.6176318,,0,16T  BL  7874  0538,,,,,,4,,
Business Group B,RAMSAY AND ASSOCIATES,8428 N Knoxville AVE,,Peoria,IL,61615,,(309) 692-4016,,B- Business,,1525,,,10,1,,45,45,2025,Charlie side,Bathroom off main hallway,,,,,,,,,,8:30 till 5:00,,108073,,,,,,,,8428,N,Knoxville,AVE,,,,40.7907571,,,,-89.6024167,,0,16T BL 804* 187*,,,,,Wood Frame Class V,15,,
Business Group B,Red Carpet Car Wash,505 NE Jefferson AVE,,Peoria,IL,61603,No email,309 673-2241,,B- Car Wash,,,,,,1,,,,3000,,,,,,,,,,,,,,15357,,,,,,,,505,NE,Jefferson,AVE,,,,40.6965261,,,,-89.5854201,571,0,,,,,,Non-Combustible (Masonry) Class I,1,,
Business Group B,Red Carpet Car Wash,711 W Glen,,Peoria,IL,61614,,309-691-8313,,B- Car Wash,,,,,,1,,,,5000,,,,,,,,,,,,,,45436,,,,,,,,711,W,Glen,,,,,40.7471888,,,,-89.6035614,579,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
Business Group B,Reed John Oral Surgery & Dental,6714 N Frostwood PKY,,Peoria,IL,61615,,309-839-2371,,B- Business,,1909,,Knox box by front entrance,15,1,1,40,50,2000,Delta-side of building,,,,,,,,,,,4-Sep,,46118,,0,7,,,,,6714,N,Frostwood,PKY,,,,40.7699575,Public Health,,1997,-89.6607621,342,0,16T BL 7543 1662,,Gable - two sloping planes of the same pitch on each side,Composite (Asphalt) Shingle,,Wood Frame Class V,19,,
Business Group B,Reflexions Nail Salon,1129 W Glen AVE,,Peoria,IL,61614,,,,B- Barber/Beauty Shops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,W,Glen,AVE,,,,40.7473722,,,,-89.6099891,,0,,,,,,,,,
Business Group B,Region National Bank,210 NE Madison AVE,,Peoria,IL,61603,,309-655-5573,,B- Banks,,,n/a,,,1,0,0,0,300,,,,,,,,,,,,,,33805,,1,,,,,,210,NE,Madison,AVE,,,,40.6950605,Banking & Finance,,,-89.5896264,592,0,16T BL 8120 0814,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Regions Bank,4616 N Sterling,,Peoria,IL,61614,,309-686-6100,,B- Banks,,,Thru main entry doors on North side of wall.,Near main entry door,,1,0,82,50,4100,"Sterling street side, corner of the building.",Northeast corner of building.,None,None,Utility room approx. in middle of building.,,,,,,,,Roof top access:  Utility room approx. in middle of the building.,20963,,1,,,,,,4616,N,Sterling,,,,,40.7440572,,,,-89.6311672,592,0,16T BL 7781 1373,,"Flat - Contains no slope, may or may not have eaves",,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,13,,
Business Group B,Remax Traders,7227 N University ST,,Peoria,IL,61614,adamlahood@gmail.com,309-687-4955,,B- Business,,,,Knox box,15,1,no,10,20,200,Meter B/C side,"Main floor- 1st office to left (C side)
Meter- C side",,,"Furnace room- main floor
Water heater main floor by D side entrance",,,,,,,,Shared with 2 other businesses,45797,,,,,,,,7227,N,University,ST,,,,40.7756254,,,,-89.6213567,599,0,,,,,,Ordinary (Joisted Masonry) Class III,,,
Business Group B,Renal Care Associates,200 E Pennsylvania AVE #212,,Peoria,IL,61603,,309 676-8123,,B- Clinic-Outpatient,,108,,,,,,,,,,,,,,,,,,,,,,45962,,,,,,,,200,E,Pennsylvania,AVE,,212,,40.7047224,Public Health,212,,-89.5918938,340,1998420,,,,,,Non-Combustible (All Metal) Class II,1,,
Business Group B,Republic Electric Company,1520 W Altorfer DR,,Peoria,IL,61615,,309-691-2161,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485491,,,,,,,,1520,W,Altorfer,DR,,,,40.7850767,,,,-89.6164489,569,0,16T  BL  7923  1819,,,,,Non-Combustible (All Metal) Class II,15,,
Business Group B,rescare,6746 N Frostwood PKY,,Peoria,IL,61615,,309-839-2371,,B- Business,,1909,"charlie/delta corner of building, in sprinkler room",knox box,30,2,none,30,30,1800,rear of building,closet inside of office or main on rear of building,,,,,,,Front and rear,,,5-Sep,,,,0,8,,,,,6746,N,Frostwood,PKY,,,,40.769942,,,,-89.6607605,,0,16T BL 7543 1662,,Gable - two sloping planes of the same pitch on each side,Composite (Asphalt) Shingle,,Fire Resistive Class I,19,,Suburban
Business Group B,Right Fit Alterations,2200 W War Memorial DR #DUO7B,,Peoria,IL,61613,,,,B- Business,,1306,,,,1,No,0,0,480,,,,,,,,,,,,,,49267 - 17,,,5,,,,,2200,W,War Memorial,DR,,DUO7B,,40.7408508,,,1973,-89.6293945,557,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Business Group B,RIVER CITY BARBER SHOP,2524 W Farrelly AVE #C,,Peoria,IL,61615,,,,B- Barber/Beauty Shops,,,,,15,1,0,0,0,1100,,rear of building inside,,,,,connected on two sides,,,,,,,44982,,,,,,,,2524,W,Farrelly,AVE,,C,,40.7461387,,,,-89.6331446,557,0,,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,13,,
Business Group B,River Station Building,212 SW Water,,Peoria,IL,61602,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,22615,,,,,,,,212,SW,Water,,,,,40.6883979,,,,-89.5892891,599,0,,,,,,Wood Frame Class V,,,
Business Group B,"RJS Constructors, Inc.",1030 W Olympia DR,,Peoria,IL,61615,,(309) 691-5611,,B- Business,,1514,,,20,1,No,80,120,9600,,"Electrical panel is inside closet, mid-building, on the west wall.",,,,,,,,,,,,108084,,,,,,,,1030,W,Olympia,DR,,,,40.7861769,,,,-89.6111048,599,0,16T BL 796* 182*,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,RK Dixon,8630 N Allen RD,,Peoria,IL,61615,,(309) 692-3300,,"B- Professional Services (Architects,Attys., MD,Dentists)",,2005,,,12,1,,110,110,12100,North Center of building,Center north inside and center south inside,,,,,None,,,None,,5-Aug,,21740,,1,25,,,,1406251016,8630,N,Allen,RD,,,,40.7932198,,,,-89.6302018,569,274720,16T  BL  7809  1913,,Gable - two sloping planes of the same pitch on each side,Metal,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,20,,
Business Group B,RLI,9015 N Lindbergh DR,,Peoria,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9015,N,Lindbergh,DR,,,,40.7963317,,,,-89.6103223,599,0,,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,RLI,9000 N Lindbergh DR,,Peoria,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,N,Lindbergh,DR,,,,40.7966802,,,,-89.6097272,599,0,,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,RLI INCORPORATED,9025 N Lindbergh DR,,Peoria,IL,61615,,(309) 692-1000,,B- Business,,1515,,,,,,,,,,,,,,,,,,,,,,108083,,,150,,,,,9025,N,Lindbergh,DR,,,,40.7974685,,,,-89.6112831,984,0,16T BL 797* 195*,,,,,,15,,
Business Group B,Robert DeAtley,611 N Goodwin AVE,,Urbana,IL,61801,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,N,Goodwin,AVE,,,,40.1181563,,,,-88.2245509,,0,,,,,,,,,
Business Group B,Rodgers Auto Works,1620 SW Jefferson AVE,,Peoria,IL,61605,,,,B- Motor Vehicle Showrooms,,,,,,,,,,,,,,,,,,,,,,,,45751,,,,,,,,1620,SW,Jefferson,AVE,,,,40.6805282,Transportation,,,-89.6090671,579,0,,,,,,Non-Combustible (Masonry) Class I,,,
Business Group B,Roeker Cabinet,6523 N Galena RD,,Peoria,IL,61614,,19002545689,,B- Business,,,Front of building,Knox Box in front of building,12,1,,50,100,5000,North Side of Building,Local panel within business,,,,,,,,,,,,45136,,,,,,,,6523,N,Galena,RD,,,,40.7659436,,,,-89.5713312,599,0,16T  BL  8297  1595,,,,,Ordinary (Joisted Masonry) Class III,12,,Suburban
Business Group B,Rogers Supply Company,610 NE Jefferson AVE,,Peoria,IL,61603,,309-637-5199,,B- Business,,,N/A,,,1,No,0,0,8000,,,,,,,,,,,,daytime business hours,,45792,,,25,,,,,610,NE,Jefferson,AVE,,,,40.6967579,,,,-89.5837175,500,0,,,,,,Ordinary (Joisted Masonry) Class III,1,,Urban
Business Group B,"Rogun Services, Inc",1619 W Luthy DR,,Peoria,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619,W,Luthy,DR,,,,40.7902035,,,,-89.6182067,,0,,,,,,,,,
Business Group B,Rogy's Learning Center #945,1523 W Candletree DR,,Peoria,IL,61614,,,,I- Child Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523,W,Candletree,DR,,,,40.7815044,,,,-89.6163617,,0,,,,,,,,,
Business Group B,Ron's Carpet,1003 NE Adams,,Peoria,IL,61603,,309-674-3338,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,485574,,,,,,,,1003,NE,Adams,,,,,40.6990443,,,,-89.5787465,,0,,,,,,Wood Frame Class V,12,,
Business Group B,Roofers Local,3917 SW Adams ST,,Peoria,IL,61605,,,,B- Business,,,,,,1,0,100,100,10000,,,,,,,,,,,,,,12499,,,,,,,,3917,SW,Adams,ST,,,,40.663483,,,,-89.632076,,0,,,,,,,,,
Business Group B,Roofers Local #69,3917 SW Adams ST,,Peoria,IL,61605,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917,SW,Adams,ST,,,,40.663483,,,,-89.632076,,0,,,,,,,,,
Business Group B,Rose Medical Assc.,209 W RB Garrett,,Peoria,IL,61605,ernman@consolidated.net,309-686-1600,,B- Laboratories (Testing and Research),,206,,,18,1,0,100,150,20000,C-side,Basement B-C side,C-side,C-side,,200Ft On RB Garrett,None,cleaning supplies 4 gal,,,,,,21076,,,,,,,,209,W,RB Garrett,,,,,40.694052,,,,-89.5961397,500,0,16T BL 8063 0794,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,8,,
Business Group B,Royal Hookah Cafe,2027 W Farmington RD #A,,Peoria,IL,61604,,(309) 989-0801,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,49326 - 1,,,99,,,,,2027,W,Farmington,RD,,A,,40.7045998,,,,-89.6354178,559,0,16T BL 7816 0910,,,,,Ordinary (Joisted Masonry) Class III,3,,
Business Group B,RSM  Physician's Service,401 Main STA #1200,,Peoria,IL,61602,,(309) 671-8700,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,50578 - 1,,,,,,,,401,,Main,STA,,1200,,40.6931807,,,1982,-89.5915426,599,0,,,,,,Fire Resistive Class I,1,,
Business Group B,Ruppman Plaza,2001 E Ruppman PLZ,,Peoria,IL,61614,,,,B- Electronic Data Processing,,1203,,,,,,,,,,,,,,,,,,,,,,7893,,,,,,,,2001,E,Ruppman,PLZ,,,,40.726494,,,,-89.562983,569,0,16TBl83541160,,,,,Non-Combustible (Masonry) Class I,12,,
Business Group B,Ruyle Mechanical,1325 NE Bond ST,,Peoria,IL,61603,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485518,,,,,,,,1325,NE,Bond,ST,,,,40.7004856,,,,-89.5740394,569,0, 16T  BL  8253  0869,,,,,Non-Combustible (Masonry) Class I,1,,
Business Group B,"Ryder Truck Rental, Inc",8619 N Industrial RD,,Peor,IL,61615,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8619,N,Industrial,RD,,,,40.7923821,,,,-89.6276035,,0,,,,,,,,,
Business Group B,S & H Floor Covering,100 State ST #216,,Peoria,IL,61602,,,,B- Business,,,,On the Water Street side of the building,,1,,0,0,1200,,,,,,,,,,,,,,44772,,,,,,,,100,,State,ST,,216,,40.6855207,,,,-89.5950043,599,0,16T  BL  8071  0708,,,,,Heavy Timber Class IV,1,,
Business Group B,s-d horan realestate services llc,8101 N University ST,,Peoria,IL,61614,,,,B- Business,,,,,,1,,0,0,1000,,,,,,,,,,,,,,6951,,,,,,,,8101,N,University,ST,,,,40.786232,,,,-89.621867,599,0,,,,,,Wood Frame Class V,20,,
Business Group B,Salem Tailoring,8819 N Knoxville AVE,,Peoria,IL,61615,wahido79@yahoo,309-681-8541,,B- Business,,1515,,,12,1,0,20,40,800,,,,,,,,cleaning supplies  2gal,,,,,,49310,,,,,,,,8819,N,Knoxville,AVE,,,,40.7939917,,,,-89.606326,529,0,16T BL 7987 1914,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Sally Beauty,9031 N Allen RD,,Peoria,IL,61615,,,,B- Business,,2005,,Front of Building,12,1,no,15,50,750,Rear of building,Back Storage Room,,,,,Business both sides,,,,,0900-1900,,446440 - 6,,,,,,,,9031,N,Allen,RD,,,,40.7974837,,,,-89.6331514,500,0,16T BL 7786 1961,,"Shed - Only one sloping plane, no hips, ridges or gables",Rubber Membrane with a pea gravel surface,,Non-Combustible (All Metal) Class II,20,,Suburban
Business Group B,Salon,331 SW Water ST,,Peoria,IL,61603,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,49311 - 1,,,,,,,,331,SW,Water,ST,,,,40.6876581,,,,-89.5913255,557,0,,,,,,Ordinary (Joisted Masonry) Class III,8,,
Business Group B,Salvation Army Division Office,401 NE Adams ST,,Peoria,IL,61603,,,,B- Business,,,,,30,2,1,0,0,9000,,,,,,,,,,,,,,11751,,,,,,,,401,NE,Adams,ST,,,,40.6945446,,,,-89.5857618,599,0,16T BL 8152 0806,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Salvation Army Office of Veterns Affairs,416 NE Jefferson AVE,,Peoria,IL,61603,,,,B- Business,,,,,20,1,0,0,0,2500,,,,,,,,,,,,,,18541,,,,,,,,416,NE,Jefferson,AVE,,,,40.695532,,,,-89.585812,599,0,16T BL 8152 0817,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Sam Harris Uniform,1021 N Sheridan ST,,Peoria,IL,61606,,,,M- Retail or Wholesale Stores,,,,,,1,,,,11500,,,,,,,,,,,,,,,,,,,,,,1021,N,Sheridan,ST,,,,40.7005813,,,,-89.6040689,529,0,,,,,,Ordinary (Joisted Masonry) Class III,3,,
Business Group B,Sam Leman Dodge City,1801 W Pioneer PKY,,Peoria,IL,61614,,(309) 692-1801,,B- Motor Vehicle Showrooms,,1508,,,,,,0,0,25000,,,,,,,,,,,,,,108060,,,,,,,,1801,W,Pioneer,PKY,,,,40.7834684,,,,-89.6203154,579,0,16T BL 789* 181*,,,,,Ordinary (Joisted Masonry) Class III,15,,
Business Group B,Schaefer Electric,1020 SW Jefferson AVE,,Peoria,IL,61605,,309-674-2448,,B- Business,,,,,,2,,80,115,18400,,,,,,,,,,,,,,,,,,,,,,1020,SW,Jefferson,AVE,,,,40.6849947,,,,-89.6022525,569,250000,,,,,,Ordinary (Joisted Masonry) Class III,,,Urban
Business Group B,Scherer Mazda addition,2300 W Pioneer PKY,,Peoria,IL,61615,,309-691-0300,,B- Motor Vehicle Showrooms,,,,,,,,,,,,,,,,,,,,,,,,49312,,,,,,,,2300,W,Pioneer,PKY,,,,40.7834528,,,2017,-89.6279916,579,0,16T  BL  7922  1800,,,,,Non-Combustible (All Metal) Class II,15,,
Business Group B,Secure Dental,3125 N University ST,,Peoria,IL,61604,,,,B- Clinic-Outpatient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,N,University,ST,,,,40.7261329,,,,-89.6137127,,0,,,,,,,,,
Business Group B,Securitas,401 SW Water ST #209,,Peoria,IL,61602,, 673-9157,,B- Business,,101,Main Lobby First Floor,knox box front and rear,12,1,0,75,40,3000,C-Side of building,,B-C Corner of parking deck,,,Hydrants on Harrison and Water Streets,,,Knox Box located at front door.,,,business hours,,49268 - 5,,1,11,,,,,401,SW,Water,ST,,209,,40.6875532,,,1912,-89.5922587,599,0,16T BL 8096 0731,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Beam - Wood,Ordinary (Joisted Masonry) Class III,8,,Urban
Business Group B,Security Fence Company,2022 S Griswold ST,,Peoria,IL,61605,,309-676-5389,,B- Business,Metal security fence company,,,,30,1,1,60,110,6600,Delta side,delta side,,,,,,"Compressed argon gas-welding
Compressed Oxygen
Compressed Acetylene",,,,Normal Business Hours,,5055,,,4,,,,,2022,S,Griswold,ST,,,,40.6646698,,,,-89.6322384,549,0,16T BL 7747 0488,,Gable - two sloping planes of the same pitch on each side,Metal,,Wood Frame Class V,4,,
Business Group B,Senara Health & Beauty Spa,2208 W Willow Knolls DR,,Peoria,IL,61615,,,,"B- Professional Services (Architects,Attys., MD,Dentists)",,,,,,,,,,,,,,,,,,,,,,,,50568,,,,,,,,2208,W,Willow Knolls,DR,,,,40.7757345,,,,-89.6269158,557,0,,,,,,,,,
Business Group B,Sentry Security Fasteners,8208 N University ST,,Peoria,IL,61614,,,,B- Business,service dog is sometimes on the premises.,,,,,1,,,,3200,,,,,,,,,,,,,,45105,,,4,,,,,8208,N,University,ST,,,,40.7870674,,,,-89.620714,599,0,16T  BL  7887  1842,,,,,Wood Frame Class V,20,,
Business Group B,Sgin's Matter,710 Fayette ST,,Peoria,IL,61602,,,,B- Print Shops,,,,,12,1,,30,60,1800,,,,,,,,"Latex paint, cleaning supplies",,,,,,46044,,,,,,,,710,,Fayette,ST,,,,40.698157,,,,-89.591673,549,0,,,,,,Ordinary (Joisted Masonry) Class III,1,,
Business Group B,Sharon Health Care Facilities,3535 N Rochelle LN,,Peoria,IL,61604,kcarlyle@sharonhealthcare.org,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485496,,,,,,,,3535,N,Rochelle,LN,,,,40.7309016,,,,-89.643953,599,0,16T  BL  7672  1224,,,,,Wood Frame Class V,13,,
Business Group B,Sheridan Food Mart,2415 N Sheridan RD,,Peoria,IL,61604,fhadsanany@yahoo.com,309-682-4800,,B- Business,,306,,,12,1,0,70,70,4900,,,,,,,,grocery store cleaning supplies 50 gal,,,,,,9848,,,,,,,,2415,N,Sheridan,RD,,,,40.7174399,,,,-89.6037397,519,0,16T BL 8007 1065,,,,,Wood Frame Class V,3,,
Business Group B,Sheridan Nursery,3823 N Sheridan RD,,Peoria,IL,61614,,309-682-7384,,B- Business,,1113,,,,,,0,0,6500,,,,,,,,,,,,,,20270,,,,,,,,3823,N,Sheridan,RD,,,,40.7343349,,,,-89.6040538,580,0,,,,,,Wood Frame Class V,11,,
