feature_ID,lower_PIN,PIN,owner_middleinitial,owner_name,owner_address,owner_address2,owner_city,owner_state,street_number,street_directionality,street_name,street_type,full_address,city,state,zipcode,tax_code,first_name,last_name,firestation,firezone
646,1433327003,1433327003,L,"WHALEY, EVERETT L",218 W MCCLURE AVE, ,PEORIA,IL,210,W,MCCLURE,AVE,210 W MCCLURE AVE,PEORIA,IL,61604,1,EVERETT,WHALEY,10,1012
647,1433326036,1433326036, ,"SALMON, M JAMES",2416 N NORTH ST, ,PEORIA,IL,2416,N,NORTH,ST,2416 N NORTH ST,PEORIA,IL,61604,1,M JAMES,SALMON,10,1012
648,1433331041,1433331041, ,IGLESIA DEL DIOS VIVO,210 W ARCADIA AVE, ,PEORIA,IL,210,W,ARCADIA,AVE,210 W ARCADIA AVE,PEORIA,IL,61604,1, ,IGLESIA DEL DIOS VIVO,10,1012
1895,1433401004,1433401004,D,"RASHID, JENELLE D",2819 N KNOXVILLE AVE, ,PEORIA,IL,2428,N,KNOXVILLE,AVE,2428 N KNOXVILLE AVE,PEORIA,IL,61602,121,JENELLE,RASHID,10,1012
1896,1433401001,1433401001, ,PTC KNOXVILLE ENTERPRISES LLC,C/O WENDY K CORY,2180 S ALTON WAY,DENVER,CO,2450,N,KNOXVILLE,AVE,2450 N KNOXVILLE AVE,PEORIA,IL,61602,121, ,PTC KNOXVILLE ENTERPRISES LLC,10,1012
382,1433477048,1433477048, ,"MARQUEZ, DELFINA",536 LARKSPUR DR, ,BOLINGBROOK,IL,2121,N,WISCONSIN,AVE,2121 N WISCONSIN AVE,PEORIA,IL,61603,121,DELFINA,MARQUEZ,10,1013
383,1433477092,1433477092,C,"NIETO, NICOLAS C",2001 N WISCONSIN AVE, ,PEORIA,IL,2103,N,WISCONSIN,AVE,2103 N WISCONSIN AVE,PEORIA,IL,61603,121,NICOLAS,NIETO,10,1013
384,1434357006,1434357006, ,BOYS & GIRLS CLUB OF GREATER PEORIA INC,806 E KANSAS ST, ,PEORIA,IL,806,E,KANSAS,ST,806 E KANSAS ST,PEORIA,IL,61603,121, ,BOYS & GIRLS CLUB OF GREATER PEORIA INC,10,1013
385,1434357002,1434357002, ,"ALI, NABIL",612 S WESTERN AVE, ,PEORIA,IL,1920,N,WISCONSIN,AVE,1920 N WISCONSIN AVE,PEORIA,IL,61603,121,NABIL,ALI,10,1013
386,1434357003,1434357003, ,"HARDY, DAVE",1918 N WISCONSIN AVE, ,PEORIA,IL,1918,N,WISCONSIN,AVE,1918 N WISCONSIN AVE,PEORIA,IL,61603,121,DAVE,HARDY,10,1013
387,1434357004,1434357004,N,"WINELAND, THOMAS N",2965 S PHAR CT #805, ,ATLANTA,GA,1916,N,WISCONSIN,AVE,1916 N WISCONSIN AVE,PEORIA,IL,61603,121,THOMAS,WINELAND,10,1013
388,1433483032,1433483032, ,NEW BEGINNINGS MINISTRIES OF PEORIA,C/O MARTIN JOHNSON,3201 NE MADISON AVE,PEORIA,IL,1911,N,WISCONSIN,AVE,1911 N WISCONSIN AVE,PEORIA,IL,61603,121, ,NEW BEGINNINGS MINISTRIES OF PEORIA,10,1013
389,1434357012,1434357012, ,NEW BEGINNINGS MINISTRIES OF PEORIA,C/O MARTIN JOHNSON,3201 NE MADISON AVE,PEORIA,IL,1902,N,WISCONSIN,AVE,1902 N WISCONSIN AVE,PEORIA,IL,61603,121, ,NEW BEGINNINGS MINISTRIES OF PEORIA,10,1013
390,1433483027,1433483027, ,BOYS & GIRLS CLUB OF GREATER PEORIA INC,806 E KANSAS ST, ,PEORIA,IL,1901,N,WISCONSIN,AVE,1901 N WISCONSIN AVE,PEORIA,IL,61603,121, ,BOYS & GIRLS CLUB OF GREATER PEORIA INC,10,1013
503,1433332035,1433332035, ,FRANCHISE REALTY INVESTMENT TRUST IL,P O BOX 66207, ,CHICAGO,IL,2205,N,KNOXVILLE,AVE,2205 N KNOXVILLE AVE,PEORIA,IL,61602,120, ,FRANCHISE REALTY INVESTMENT TRUST IL,10,1013
504,1433407018,1433407018, ,AEGR INC,3015 N MARYLAND AVE, ,PEORIA,IL,2204,N,KNOXVILLE,AVE,2204 N KNOXVILLE AVE,PEORIA,IL,61602,121, ,AEGR INC,10,1013
505,1433332032,1433332032, ,GALESBURG MANUFACTURING II LLC,P O BOX 710, ,GALESBURG,IL,2145,N,KNOXVILLE,AVE,2145 N KNOXVILLE AVE,PEORIA,IL,61604,120, ,GALESBURG MANUFACTURING II LLC,10,1013
506,1433332032,1433332032, ,GALESBURG MANUFACTURING II LLC,P O BOX 710, ,GALESBURG,IL,2145,N,KNOXVILLE,AVE,2145 N KNOXVILLE AVE,PEORIA,IL,61604,120, ,GALESBURG MANUFACTURING II LLC,10,1013
507,1433332033,1433332033, ,SPEED LUBE LLC,408 JOHNSON ST, ,POCAHONTAS,IL,2133,N,KNOXVILLE,AVE,2133 N KNOXVILLE AVE,PEORIA,IL,61604,120, ,SPEED LUBE LLC,10,1013
508,1433332030,1433332030,J,"RASHID, FLOYD J",2819 N KNOXVILLE AVE, ,PEORIA,IL,2123,N,KNOXVILLE,AVE,2123 N KNOXVILLE AVE,PEORIA,IL,61603,120,FLOYD,RASHID,10,1013
509,1433451046,1433451046, ,PEORIA UNIVERSITY PROPERTY LLC,3132 W DEVON AVE, ,CHICAGO,IL,2118,N,KNOXVILLE,AVE,2118 N KNOXVILLE AVE,PEORIA,IL,61603,121, ,PEORIA UNIVERSITY PROPERTY LLC,10,1013
510,1433451032,1433451032,MC,"MURRAY, STEPHAN MC",2106 N KNOXVILLE AVENUE, ,PEORIA,IL,2106,N,KNOXVILLE,AVE,2106 N KNOXVILLE AVE,PEORIA,IL,61602,121,STEPHAN,MURRAY,10,1013
512,1433378014,1433378014, ,MJM LIMITED PARTNERSHIP,C/O MALOOF COMMERCIAL,411 HAMILTON BLVD #2000,PEORIA,IL,2009,N,KNOXVILLE,AVE,2009 N KNOXVILLE AVE,PEORIA,IL,61602,120, ,MJM LIMITED PARTNERSHIP,10,1013
513,1433478015,1433478015, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,509 E KANSAS, ,PEORIA,IL,511,E,KANSAS,ST,511 E KANSAS ST,PEORIA,IL,61603,121, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,10,1013
514,1433478014,1433478014, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,509 E KANSAS, ,PEORIA,IL,509,E,KANSAS,ST,509 E KANSAS ST,PEORIA,IL,61603,121, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,10,1013
515,1433378015,1433378015, ,"HARIZ, MOHAMMED",2001-2005 N KNOXVILLE AVE, ,PEORIA,IL,2001,N,KNOXVILLE,AVE,2001 N KNOXVILLE AVE,PEORIA,IL,61602,120,MOHAMMED,HARIZ,10,1013
516,1433378016,1433378016, ,QUAD CITY CONSOLIDATED LLC,P O BOX 6161, ,PEORIA,IL,1919,N,KNOXVILLE,AVE,1919 N KNOXVILLE AVE,PEORIA,IL,61602,120, ,QUAD CITY CONSOLIDATED LLC,10,1013
519,1433378017,1433378017, ,WATSON FAMILY LP,612 S DIRKSEN PARKWAY, ,SPRINGFIELD,IL,1913,N,KNOXVILLE,AVE,1913 N KNOXVILLE AVE,PEORIA,IL,61603,120, ,WATSON FAMILY LP,10,1013
522,1433378018,1433378018, ,"TRAN, HUE",1905 N KNOXVILLE AVE, ,PEORIA,IL,1905,N,KNOXVILLE,AVE,1905 N KNOXVILLE AVE,PEORIA,IL,61602,120,HUE,TRAN,10,1013
1857,1433480031,1433480031,C,"NIETO, NICOLAS C",2001 N WISCONSIN AVE, ,PEORIA,IL,2001,N,WISCONSIN,AVE,2001 N WISCONSIN AVE,PEORIA,IL,61603,121,NICOLAS,NIETO,10,1013
1858,1433480013,1433480013, ,BEE WOLF CLUB INC,724 E FRYE AVE, ,PEORIA,IL,724,E,FRYE,AVE,724 E FRYE AVE,PEORIA,IL,61603,121, ,BEE WOLF CLUB INC,10,1013
1860,1433480014,1433480014,A,"MUSAITIF, ZIAD A",2866 W WILLOW LAKE DR, ,PEORIA,IL,728,E,FRYE,AVE,728 E FRYE AVE,PEORIA,IL,61603,121,ZIAD,MUSAITIF,10,1013
1898,1433478014,1433478014, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,509 E KANSAS, ,PEORIA,IL,509,E,KANSAS,ST,509 E KANSAS ST,PEORIA,IL,61603,121, ,ST BERNARDS ROMAN CATHOLIC CONGREGATION,10,1013
1901,1433451001,1433451001, ,THE CHILDRENS HOME,2130 N KNOXVILLE AVE, ,PEORIA,IL,2130,N,KNOXVILLE,AVE,2130 N KNOXVILLE AVE,PEORIA,IL,61602,121, ,THE CHILDRENS HOME,10,1013
1902,1433378002,1433378002, ,WILTON MORTUARY INC,2101 N KNOXVILLE AVE, ,PEORIA,IL,2101,N,KNOXVILLE,AVE,2101 N KNOXVILLE AVE,PEORIA,IL,61602,120, ,WILTON MORTUARY INC,10,1013
278,1427208001,1427208001,D,"MCCORMACK, MICHAEL D",105 N FAIRWAY DR, ,WEST PEORIA,IL,4016,N,PROSPECT,RD,4016 N PROSPECT RD,PEORIA,IL,61614,1,MICHAEL,MCCORMACK,10,1014
280,1427403014,1427403014, ,CEW LAND CO,6000 W WAR MEMORIAL DR, ,PEORIA,IL,3504,N,PROSPECT,RD,3504 N PROSPECT RD,PEORIA,IL,61603,1, ,CEW LAND CO,10,1014
281,1427402013,1427402013, ,"AVENUE, PARIS",P O BOX 3224, ,PEORIA,IL,1509,E,PARIS,AVE,1509 E PARIS AVE,PEORIA,IL,61603,1,PARIS,AVENUE,10,1014
282,1427401005,1427401005,S,"HALLAR, DEBRA S",1316 E WAR MEMORIAL DR, ,PEORIA,IL,1312,E,WAR MEMORIAL,DR,1312 E WAR MEMORIAL DR,PEORIA,IL,61614,1,DEBRA,HALLAR,10,1014
283,1427257017,1427257017, ,VALE COMMUNITY CHURCH,1304 MORRISSEY DR, ,BLOOMINGTON,IL,3707,N,DAYTON,AVE,3707 N DAYTON AVE,PEORIA,IL,61614,1, ,VALE COMMUNITY CHURCH,10,1014
284,1427255001,1427255001, ,3810 PROSPECT PARTNERS,5316 N ASHFORD DR, ,PEORIA,IL,3810,N,PROSPECT,RD,3810 N PROSPECT RD,PEORIA,IL,61614,1, ,3810 PROSPECT PARTNERS,10,1014
915,1427403001,1427403001, ,PROSPECT ASSOCIATES LLC,3514 N PROSPECT RD, ,PEORIA,IL,3514,N,PROSPECT,RD,3514 N PROSPECT RD,PEORIA,IL,61603,1, ,PROSPECT ASSOCIATES LLC,10,1014
916,1427401029,1427401029, ,JIYA PROPERTY LLC,3606 N PROSPECT RD, ,PEORIA,IL,3606,N,PROSPECT,RD,3606 N PROSPECT RD,PEORIA,IL,61603,1, ,JIYA PROPERTY LLC,10,1014
918,1427401001,1427401001, ,"SMITH, CLAUDIA",22922 GROSENBACH RD, ,WASHINGTON,IL,3618,N,PROSPECT,RD,3618 N PROSPECT RD,PEORIA,IL,61603,1,CLAUDIA,SMITH,10,1014
919,1427255021,1427255021, ,PROSPECT CROSSING LLC,3722 N PROSPECT RD, ,PEORIA,IL,3708,N,PROSPECT,RD,3708 N PROSPECT RD,PEORIA,IL,61614,1, ,PROSPECT CROSSING LLC,10,1014
279,1427332018,1427332018, ,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,ONE NATIONAL CITY PKY,K-A14-1K PROPERTY TAXES,KALAMAZOO,MI,3429,N,PROSPECT,RD,3429 N PROSPECT RD,PEORIA,IL,61615,1, ,NATIONAL CITY BANK OF MICHIGAN/ILLINOIS,10,1015
285,1427334016,1427334016, ,D & T COLE PROPERTIES LLC,29 PONCE CT, ,LAKE ST LOUIS,MO,3407,N,PROSPECT,RD,3407 N PROSPECT RD,PEORIA,IL,61603,1, ,D & T COLE PROPERTIES LLC,10,1015
286,1427407002,1427407002, ,STERNECK PROPERTIES INC,14741 MILL SPRING DR, ,CHESTERFIELD,MO,3414,N,PROSPECT,RD,3414 N PROSPECT RD,PEORIA,IL,61603,1, ,STERNECK PROPERTIES INC,10,1015
287,1427407005,1427407005,J,"DEWITTE, MICHAEL J",P O BOX 391, ,PEORIA,IL,1312,E,WILSON,AVE,1312 E WILSON AVE,PEORIA,IL,61603,1,MICHAEL,DEWITTE,10,1015
288,1427407003,1427407003,G,"JONES, STEVEN G",22709 N BLUE RIDGE RD, ,EDELSTEIN,IL,3410,N,PROSPECT,RD,3410 N PROSPECT RD,PEORIA,IL,61603,1,STEVEN,JONES,10,1015
289,1427407004,1427407004, ,"MIZYED, MAHMOUD",3404 N PROSPECT RD, ,PEORIA,IL,3402,N,PROSPECT,RD,3402 N PROSPECT RD,PEORIA,IL,61603,1,MAHMOUD,MIZYED,10,1015
290,1427451001,1427451001, ,MBR CENTRAL ILL PROPERTIES LLC,201 N MAIN ST SUITE 300, ,SAINT CHARLES,MO,3320,N,PROSPECT,RD,3320 N PROSPECT RD,PEORIA,IL,61603,1, ,MBR CENTRAL ILL PROPERTIES LLC,10,1015
291,1427377026,1427377026,W,"FELDMAN, LEE W",1319 W SUNNYVIEW DR, ,PEORIA,IL,3315,N,PROSPECT,RD,3315 N PROSPECT RD,PEORIA,IL,61603,1,LEE,FELDMAN,10,1015
292,1427451002,1427451002,C,"VOLKMAR, FREDERICK C",1412 E TRIPP AVE, ,PEORIA,IL,3316,N,PROSPECT,RD,3316 N PROSPECT RD,PEORIA,IL,61603,1,FREDERICK,VOLKMAR,10,1015
293,1427451003,1427451003,A,"MABEE, PAMELA A",4404 N MILLER AVE, ,PEORIA HEIGHTS,IL,3310,N,PROSPECT,RD,3310 N PROSPECT RD,PEORIA,IL,61603,1,PAMELA,MABEE,10,1015
294,1427379023,1427379023,F,"ALWAN, MIGUEL F",324 E MORNINGSIDE DR, ,PEORIA,IL,3303,N,PROSPECT,RD,3303 N PROSPECT RD,PEORIA,IL,61603,1,MIGUEL,ALWAN,10,1015
295,1427451004,1427451004, ,DAVID H RUNKEL JR TRUST DATED 7-29-2014,303 W MELBOURNE AVE, ,PEORIA,IL,3304,N,PROSPECT,RD,3304 N PROSPECT RD,PEORIA,IL,61603,1, ,DAVID H RUNKEL JR TRUST DATED 7-29-2014,10,1015
296,1427453001,1427453001, ,DAVID H RUNKEL JR TRUST DATED 7-29-2014,303 W MELBOURNE AVE, ,PEORIA,IL,3226,N,PROSPECT,RD,3226 N PROSPECT RD,PEORIA,IL,61614,1, ,DAVID H RUNKEL JR TRUST DATED 7-29-2014,10,1015
297,1427381021,1427381021, ,TITTAMUS TOTTAMUS LLC,3217 N PROSPECT RD, ,PEORIA,IL,3217,N,PROSPECT,RD,3217 N PROSPECT RD,PEORIA,IL,61603,1, ,TITTAMUS TOTTAMUS LLC,10,1015
298,1427381022,1427381022, ,"METTERNICH, MELISSA",4008 N HARVARD AVE, ,PEORIA,IL,3203,N,PROSPECT,RD,3203 N PROSPECT RD,PEORIA,IL,61603,1,MELISSA,METTERNICH,10,1015
299,1427455001,1427455001,N,"WALT, ROBERT N",3200-3214 N PROSPECT RD, ,PEORIA,IL,3200,N,PROSPECT,RD,3200 N PROSPECT RD,PEORIA,IL,61614,1,ROBERT,WALT,10,1015
300,1427455002,1427455002, ,RSB PETRO INC,P O BOX 1263, ,BLOOMINGTON,IL,3134,N,PROSPECT,RD,3134 N PROSPECT RD,PEORIA,IL,61614,1, ,RSB PETRO INC,10,1015
301,1427455003,1427455003, ,RSB PETRO INC,P O BOX 1263, ,BLOOMINGTON,IL,3128,N,PROSPECT,RD,3128 N PROSPECT RD,PEORIA,IL,61603,1, ,RSB PETRO INC,10,1015
303,1427385024,1427385024, ,DANIEL E O'BRIEN MD LLC,235 S OAK PARK AVE, ,OAK PARK,IL,3111,N,PROSPECT,RD,3111 N PROSPECT RD,PEORIA,IL,61603,1, ,DANIEL E O'BRIEN MD LLC,10,1015
304,1427385025,1427385025,A,"ABRAHAM, GEOFFREY A",3105 N PROSPECT RD, ,PEORIA,IL,3105,N,PROSPECT,RD,3105 N PROSPECT RD,PEORIA,IL,61603,1,GEOFFREY,ABRAHAM,10,1015
305,1427457006,1427457006, ,"COX, ERNEST",268 FAR HILLS, ,EAST PEORIA,IL,3104,N,PROSPECT,RD,3104 N PROSPECT RD,PEORIA,IL,61603,1,ERNEST,COX,10,1015
310,1427453027,1427453027, ,ARTHUR L EADE TRUST B,863 FIELDCREST DR, ,BOLINGBROOK,IL,3220,N,PROSPECT,RD,3220 N PROSPECT RD,PEORIA,IL,61614,1, ,ARTHUR L EADE TRUST B,10,1015
922,1427383025,1427383025, ,PRECONNECTION INC,EDGEWOOD TERRACE,P O BOX 366,MORTON,IL,3125,N,PROSPECT,RD,3125 N PROSPECT RD,PEORIA,IL,61603,1, ,PRECONNECTION INC,10,1015
378,1427351001,1427351001, ,CITY OF PEORIA,419 FULTON ST, ,PEORIA,IL,3316,N,WISCONSIN, ,3316 N WISCONSIN,PEORIA,IL,61603,1, ,CITY OF PEORIA,10,1016
138,1434130013,1434130013, ,NEW MERCIES INERNATIONAL INC,963 HIGHWAY 150 EAST, ,KNOXVILLE,IL,2901,N,PROSPECT,RD,2901 N PROSPECT RD,PEORIA,IL,61603,1, ,NEW MERCIES INERNATIONAL INC,10,1017
306,1434128017,1434128017, ,VILLA RIDGE INVESTMENTS LLC,3100 N DRIES LN,STE 201,PEORIA,IL,3037,N,PROSPECT,RD,3037 N PROSPECT RD,PEORIA,IL,61603,1, ,VILLA RIDGE INVESTMENTS LLC,10,1017
308,1434129020,1434129020, ,BAKIRDAN TRUST #8971-HB,118 S OKLAHOMA  AVE, ,MORTON,IL,1231,E,MAYWOOD,AVE,1231 E MAYWOOD AVE,PEORIA,IL,61603,1, ,BAKIRDAN TRUST #8971-HB,10,1017
309,1434130014,1434130014, ,MAXHOME LLC,"C/O GARY NEUMANN, MANAGER",19760 WESLEY ST,DOWNS,IL,1226,E,MAYWOOD,AVE,1226 E MAYWOOD AVE,PEORIA,IL,61603,1, ,MAXHOME LLC,10,1017
311,1434129008,1434129008, ,M & M PROPERTIES OF ILLINOIS LLC,904 BROOKLINE DR, ,EUREKA,IL,1224,E,MELBOURNE,AVE,1224 E MELBOURNE AVE,PEORIA,IL,61603,1, ,M & M PROPERTIES OF ILLINOIS LLC,10,1017
374,1434105001,1434105001, ,VINCO PROPERTY MANAGEMENT LLC,2914 N WISCONSIN AVE, ,PEORIA,IL,2914,N,WISCONSIN,AVE,2914 N WISCONSIN AVE,PEORIA,IL,61603,1, ,VINCO PROPERTY MANAGEMENT LLC,10,1017
375,1434101001,1434101001, ,LINCOLN FOOD MART LLC,C/O SALEM SWAIDEN,3034 N WISCONSIN AVE,PEORIA,IL,3034,N,WISCONSIN,AVE,3034 N WISCONSIN AVE,PEORIA,IL,61604,1, ,LINCOLN FOOD MART LLC,10,1017
377,1428482009,1428482009, ,FIRST ENGLISH LUTHERAN CHURCH,725 E FORREST HILL, ,PEORIA,IL,725,E,FORREST HILL,AVE,725 E FORREST HILL AVE,PEORIA,IL,61603,1, ,FIRST ENGLISH LUTHERAN CHURCH,10,1017
307,1434200006,1434200006, ,CITY OF PEORIA,419 FULTON ST, ,PEORIA,IL, ,N,PROSPECT,RD,N PROSPECT RD,PEORIA,IL,61603,1, ,CITY OF PEORIA,10,1018
921,1434200006,1434200006, ,CITY OF PEORIA,419 FULTON ST, ,PEORIA,IL, ,N,PROSPECT,RD,N PROSPECT RD,PEORIA,IL,61603,1, ,CITY OF PEORIA,10,1018
379,1434179015,1434179015, ,"PATIDAR, MANN",6023 W DEERTRACE CT, ,DUNLAP,IL,1213,E,MCCLURE,AVE,1213 E MCCLURE AVE,PEORIA,IL,61603,1,MANN,PATIDAR,10,1019
380,1434327008,1434327008, ,KICKAPOO CORPORATION,C/O STEVE JULIUSSON,1436 ASBURY AVE,WINNETKA,IL,1214,E,MCCLURE,AVE,1214 E MCCLURE AVE,PEORIA,IL,61603,121, ,KICKAPOO CORPORATION,10,1019
119,1433431004,1433431004, ,PRINCE OF PEACE MISSIONARY BAPTIST CHURCH,711 E ARCADIA AVE, ,PEORIA,IL,711,E,ARCADIA,AVE,711 E ARCADIA AVE,PEORIA,IL,61603,121, ,PRINCE OF PEACE MISSIONARY BAPTIST CHURCH,10,1020
127,1434382001,1434382001, ,"KATTOM, HATEM",1302 E FRYE AVE, ,PEORIA,IL,1302,E,FRYE,AVE,1302 E FRYE AVE,PEORIA,IL,61603,121,HATEM,KATTOM,10,1020
314,1434378003,1434378003, ,"METTERNICH, MELISSA",4008 N HARVARD AVE, ,PEORIA,IL,1307,E,FRYE,AVE,1307 E FRYE AVE,PEORIA,IL,61603,121,MELISSA,METTERNICH,10,1020
381,1433431001,1433431001, ,GREAT OAKS CAMPING ASSOCIATION,710 E ARCHER AVE, ,PEORIA,IL,708,E,ARCHER,AVE,708 E ARCHER AVE,PEORIA,IL,61603,121, ,GREAT OAKS CAMPING ASSOCIATION,10,1020
1855,1433431005,1433431005, ,TOPVALCO INC,2321 N WISCONSIN AVE, ,PEORIA,IL,2321,N,WISCONSIN,AVE,2321 N WISCONSIN AVE,PEORIA,IL,61603,121, ,TOPVALCO INC,10,1020
1859,1434380001,1434380001, ,MORNING GLORY MINISTRIES,1100 E FRYE AVE, ,PEORIA,IL,1100,E,FRYE,AVE,1100 E FRYE AVE,PEORIA,IL,61603,121, ,MORNING GLORY MINISTRIES,10,1020
1900,1433432016,1433432016, ,"JACKSON STAUB, DEBORAH",P O BOX 1212, ,PEORIA,IL,701,E,THRUSH,AVE,701 E THRUSH AVE,PEORIA,IL,61603,121,DEBORAH,JACKSON STAUB,10,1020
925,1434332015,1434332015, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,NOBLE ADMINISTRATION CENTER,1125 W LAKE AVE,PEORIA,IL,2218,N,PROSPECT,RD,2218 N PROSPECT RD,PEORIA,IL,61603,1, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,10,1021
71,1420179047,1420179047, ,STATEWIDE PROPERTIES INC,P O BOX 10614, ,PEORIA,IL,5007,N,UNIVERSITY,ST,5007 N UNIVERSITY ST,PEORIA,IL,61614,1, ,STATEWIDE PROPERTIES INC,11,1102
72,1420179039,1420179039, ,UNIVERSITY SQUARE LLC,5001 N UNIVERSITY ST, ,PEORIA,IL,5001,N,UNIVERSITY,ST,5001 N UNIVERSITY ST,PEORIA,IL,61614,1, ,UNIVERSITY SQUARE LLC,11,1102
73,1420179049,1420179049, ,"W.W. FISH COMPANY, C/O GARY WALDSMITH",4919 N. UNIVERSITY ST., ,PEORIA,IL,4919,N,UNIVERSITY,ST,4919 N UNIVERSITY ST,PEORIA,IL,61614,1,C/O GARY WALDSMITH,W.W. FISH COMPANY,11,1102
74,1420326020,1420326020, ,BANK ONE TRUST COMPANY,124 SW ADAMS ST, ,PEORIA,IL,4825,N,UNIVERSITY,ST,4825 N UNIVERSITY ST,PEORIA,IL,61614,1, ,BANK ONE TRUST COMPANY,11,1102
75,1420326022,1420326022, ,TIRE & AUTO HOLDINGS INC, , , , ,4809,N,UNIVERSITY,ST,4809 N UNIVERSITY ST,PEORIA,IL,61614,1, ,TIRE & AUTO HOLDINGS INC,11,1102
146,1420153029,1420153029, ,FALCON-BISHOP MEDICAL BUILDING 1 LLC,2241 W AUGUSTA DR, ,DUNLAP,IL,5105,N,GLEN PARK,PL,5105 N GLEN PARK PL,PEORIA,IL,61614,1, ,FALCON-BISHOP MEDICAL BUILDING 1 LLC,11,1102
1179,1420327017,1420327017, ,PARC DEVELOPMENTAL HOMES INC,P O BOX 3418, ,PEORIA,IL,1321,W,MARLENE,AVE,1321 W MARLENE AVE,PEORIA,IL,61614,1, ,PARC DEVELOPMENTAL HOMES INC,11,1102
1180,1420327001,1420327001, ,SAM PROPERTY GROUP V LLC,3100 N KNOXVILLE AVE SUITE 109, ,PEORIA,IL,1308,W,COVINGTON,CT,1308 W COVINGTON CT,PEORIA,IL,61614,1, ,SAM PROPERTY GROUP V LLC,11,1102
1181,1420326008,1420326008, ,HOLLYBROOK APARTMENTS LLC,C/O SOY CAPITAL BANK & TRUST CO,4530 N UNIVERSITY,PEORIA,IL,1420,W,GLEN,AVE,1420 W GLEN AVE,PEORIA,IL,61614,1, ,HOLLYBROOK APARTMENTS LLC,11,1102
1182,1420326025,1420326025, ,BENNINGFIELD PROPERTIES LLC,ATTN LINDA K BENNINGFIELD,6416 N FIELDTREE CT,PEORIA,IL,1524,W,GLEN,AVE,1524 W GLEN AVE,PEORIA,IL,61614,11, ,BENNINGFIELD PROPERTIES LLC,11,1102
1184,1420326023,1420326023,A,"BOYD, JOYCE A",1424 W GLEN AVE, ,PEORIA,IL,1424,W,GLEN,AVE,1424 W GLEN AVE,PEORIA,IL,61614,1,JOYCE,BOYD,11,1102
1185,1420153043,1420153043, ,F & M BANK,ATTN: PRESIDENT,21 E MAIN ST,GALESBURG,IL,4900,N,GLEN PARK,PL,4900 N GLEN PARK PL,PEORIA,IL,61614,1, ,F & M BANK,11,1102
1186,1420153035,1420153035, ,STORE MASTER FUNDING XII LLC,C/O SODERSTROM DERMATOLOGY,4909 N GLEN PARK PLACE RD,PEORIA,IL,4920,N,GLEN PARK,PL,4920 N GLEN PARK PL,PEORIA,IL,61614,1, ,STORE MASTER FUNDING XII LLC,11,1102
1187,1420153038,1420153038, ,PTC REAL ESTATE LLC,4927 N GLEN PARK PLACE RD, ,PEORIA,IL,4921,N,GLEN PARK,PL,4921 N GLEN PARK PL,PEORIA,IL,61614,1, ,PTC REAL ESTATE LLC,11,1102
1697,1420327018,1420327018, ,NORTHWESTERN PLACE LP,C/O MICHAEL LANDWIRTH,7625 N UNIVERSITY ST SUITE C,PEORIA,IL,4701,N,UNIVERSITY,ST,4701 N UNIVERSITY ST,PEORIA,IL,61614,23, ,NORTHWESTERN PLACE LP,11,1102
1698,1420179042,1420179042, ,UNIVERSITY SQUARE LLC,5001 N UNIVERSITY ST, ,PEORIA,IL,1307,W,GLEN,AVE,1307 W GLEN AVE,PEORIA,IL,61614,1, ,UNIVERSITY SQUARE LLC,11,1102
2097,1420153049,1420153049, ,STORE MASTER FUNDING XII LLC,C/O SODERSTROM DERMATOLOGY,4909 N GLEN PARK PLACE RD,PEORIA,IL,4909,N,GLEN PARK,PL,4909 N GLEN PARK PL,PEORIA,IL,61614,1, ,STORE MASTER FUNDING XII LLC,11,1102
2098,1420153041,1420153041, ,STORE MASTER FUNDING XII LLC,C/O SODERSTROM DERMATOLOGY,4909 N GLEN PARK PLACE RD,PEORIA,IL,5006,N,GLEN PARK,PL,5006 N GLEN PARK PL,PEORIA,IL,61614,1, ,STORE MASTER FUNDING XII LLC,11,1102
2272,1420153032,1420153032, ,MILLER CULLINAN JOINT VENTURE,7707 N KNOXVILLE AVE, ,PEORIA,IL,5111,N,GLEN PARK,PL,5111 N GLEN PARK PL,PEORIA,IL,61614,1, ,MILLER CULLINAN JOINT VENTURE,11,1102
2608,1420153046,1420153046, ,OSF HEALTHCARE SYSTEM,ATTN  CORP DIRECTOR OF REAL ESTATE,800 NE GLEN OAK AVENUE,PEORIA,IL,5114,N,GLEN PARK,PL,5114 N GLEN PARK PL,PEORIA,IL,61614,1, ,OSF HEALTHCARE SYSTEM,11,1102
1575,1419477020,1419477020, ,CEFCU,P O BOX 1715, ,PEORIA,IL,4310,N,BRANDYWINE,DR,4310 N BRANDYWINE DR,PEORIA,IL,61614,1, ,CEFCU,11,1103
1576,1419477007,1419477007, ,AMERCO REAL ESTATE COMPANY,ATTN BEN AUTHUR,2727 N CENTRAL AVE,PHOENIX,AZ,4400,N,BRANDYWINE,DR,4400 N BRANDYWINE DR,PEORIA,IL,61614,1, ,AMERCO REAL ESTATE COMPANY,11,1103
